"seqnames","start","end","width","strand","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","orientation"
"chr19",2108446,2110885,2440,"-",-1.07905577182896,0.0313876722861074,"Promoter",19,2102237,2110805,8569,2,"8943","ENST00000589369.2",0,"ENSG00000065000","AP3D1","adaptor related protein complex 3 subunit delta 1","sense"
"chr4",905762,911337,5576,"-",-0.932795794961171,0.0317078619952781,"Intron (ENST00000314167.9/2580, intron 4 of 27)",4,897976,904781,6806,2,"2580","ENST00000507991.1",-6556,"ENSG00000178950","GAK","cyclin G associated kinase","sense"
"chr8",144433635,144434203,569,"-",-1.10177612107335,0.0317078619952781,"Exon (ENST00000497613.2/4796, exon 13 of 17)",8,144435551,144435619,69,2,"102466271","ENST00000613458.1",1984,"ENSG00000276598","MIR6893","microRNA 6893","sense"
"chr18",77982527,77984996,2470,"-",-0.913780900104122,0.0318833770841868,"Promoter",18,77971278,77982715,11438,2,"101927715","ENST00000666771.1",0,"ENSG00000265843","LINC01029","long intergenic non-protein coding RNA 1029","sense"
"chr5",179082611,179083070,460,"-",-0.989721298018125,0.0320765276703408,"3' UTR",5,179060373,179083977,23605,1,"30832","ENST00000315475.7",22697,"ENSG00000177932","ZNF354C","zinc finger protein 354C","antisense"
"chr22",50277592,50278984,1393,"-",-1.04344582224888,0.0321255104702625,"Promoter",22,50274979,50278840,3862,2,"23654","ENST00000479818.5",0,"ENSG00000196576","PLXNB2","plexin B2","sense"
"chr15",41520560,41520892,333,"-",-1.09352117367868,0.0326564946151081,"Exon (ENST00000565167.1/26015, exon 2 of 4)",15,41517176,41521791,4616,2,"26015","ENST00000565167.1",1231,"ENSG00000103932","RPAP1","RNA polymerase II associated protein 1","sense"
"chr20",63572045,63573224,1180,"-",-1.09694716700862,0.0326679254151839,"5' UTR",20,63570139,63574239,4101,2,"85441","ENST00000370082.1",2194,"ENSG00000130589","HELZ2","helicase with zinc finger 2","sense"
"chr17",8204858,8205013,156,"-",-1.02567484346275,0.0326679254151839,"3' UTR",17,8204961,8206698,1738,2,"9212","ENST00000578753.1",1840,"ENSG00000178999","AURKB","aurora kinase B","sense"
"chr9",136086183,136090376,4194,"-",-1.03833241419218,0.0326679254151839,"Intron (ENST00000277554.4/138151, intron 1 of 5)",9,136006537,136095289,88753,2,"138151","ENST00000277554.4",9106,"ENSG00000148411","NACC2","NACC family member 2","sense"
"chr11",67352595,67353523,929,"-",-1.01270634988988,0.0327471421492375,"Promoter",11,67351548,67353078,1531,2,"57804","ENST00000533429.1",0,"ENSG00000175482","POLD4","DNA polymerase delta 4, accessory subunit","sense"
"chr8",8890967,8893062,2096,"-",-0.916997791569871,0.0328693217035693,"Promoter",8,8891785,8979687,87903,1,"124901866","ENST00000753008.1",0,NA,"LOC124901866","uncharacterized LOC124901866","antisense"
"chr17",44093311,44094159,849,"-",-0.958231947649103,0.0328693217035693,"Promoter",17,44091293,44093505,2213,2,"10014","ENST00000587776.1",0,"ENSG00000108840","HDAC5","histone deacetylase 5","sense"
"chr9",120854150,120858624,4475,"-",-0.918110957646169,0.0328693217035693,"3' UTR",9,120858194,120860546,2353,2,"26147","ENST00000462229.1",6396,"ENSG00000119403","PHF19","PHD finger protein 19","sense"
"chr11",46678262,46679078,817,"-",-1.0796613419148,0.0329535641863765,"3' UTR",11,46678723,46681516,2794,2,"392","ENST00000526423.1",3254,"ENSG00000175220","ARHGAP1","Rho GTPase activating protein 1","sense"
"chr7",5621770,5623674,1905,"-",-1.02851224428418,0.0329535641863765,"3' UTR",7,5602872,5606654,3783,1,"6624","ENST00000473330.1",20802,"ENSG00000075618","FSCN1","fascin actin-bundling protein 1","antisense"
"chr1",160091534,160094172,2639,"-",-1.04920781976083,0.0332814692156727,"3' UTR",1,160093760,160095332,1573,2,"93185","ENST00000460351.1",3798,"ENSG00000162729","IGSF8","immunoglobulin superfamily member 8","sense"
"chr22",50467017,50468543,1527,"-",-1.09349893259425,0.0333189264682275,"Promoter",22,50465763,50467443,1681,2,"6305","ENST00000686421.1",0,"ENSG00000100241","SBF1","SET binding factor 1","sense"
"chr19",15255295,15256274,980,"-",-0.921726499746894,0.033394598488688,"Promoter",19,15253751,15255366,1616,2,"23476","ENST00000595926.1",0,"ENSG00000141867","BRD4","bromodomain containing 4","sense"
"chr2",231464329,231464481,153,"-",-0.992251905789131,0.0335931124047546,"Promoter",2,231455191,231464353,9163,2,"4691","ENST00000356936.6",0,"ENSG00000115053","NCL","nucleolin","sense"
"chr17",4539050,4539972,923,"-",-1.01676915759774,0.0336401195230305,"3' UTR",17,4539439,4541898,2460,2,"10514","ENST00000574167.1",2848,"ENSG00000132382","MYBBP1A","MYB binding protein 1a","sense"
"chr11",65126954,65129227,2274,"-",-0.955580218103066,0.033832325793906,"3' UTR",11,65129916,65129978,63,2,"102465449","ENST00000610479.1",3024,"ENSG00000284489","MIR6751","microRNA 6751","sense"
"chr16",87830089,87833387,3299,"-",-1.03239208818433,0.033832325793906,"3' UTR",16,87834592,87834660,69,2,"102465464","ENST00000617557.1",4571,"ENSG00000278598","MIR6775","microRNA 6775","sense"
"chr10",133354204,133356578,2375,"-",-0.97837407877223,0.033832325793906,"3' UTR",10,133355520,133356996,1477,2,"282969","ENST00000478895.1",2792,"ENSG00000148803","FUOM","fucose mutarotase","sense"
"chr1",225921202,225922947,1746,"-",-0.922232682237736,0.0339167026065498,"Promoter",1,225922080,225922142,63,2,"102466270","ENST00000618782.1",0,"ENSG00000284519","MIR6741","microRNA 6741","sense"
"chr22",49623374,49625077,1704,"-",-1.06481818412726,0.0339924666958829,"Promoter",22,49619642,49624920,5279,2,"348645","ENST00000343999.1",0,"ENSG00000188511","MIR3667HG","MIR3667 host gene","sense"
"chr11",45930587,45934184,3598,"-",-1.00433900712477,0.0339924666958829,"3' UTR",11,45928036,45929096,1061,1,"120071","ENST00000531847.1",6148,"ENSG00000165905","LARGE2","LARGE xylosyl- and glucuronyltransferase 2","antisense"
"chr8",23022585,23022944,360,"-",-1.04135972299482,0.034067701905992,"3' UTR",8,23022886,23027634,4749,2,"8795","ENST00000520109.1",5049,"ENSG00000120889","TNFRSF10B","TNF receptor superfamily member 10b","sense"
"chr8",144102890,144103208,319,"-",-1.08536870551608,0.0343484192628321,"Exon (ENST00000398712.7/81858, exon 2 of 9)",8,144102817,144103756,940,2,"81858","ENST00000531375.1",866,"ENSG00000179526","SHARPIN","SHANK associated RH domain interactor","sense"
"chr11",62605568,62606186,619,"-",-1.06270581053038,0.034421653131651,"Promoter",11,62604708,62605682,975,2,"256364","ENST00000524518.1",0,"ENSG00000149499","EML3","EMAP like 3","sense"
"chr1",6634201,6635646,1446,"-",-0.948732130159968,0.034421653131651,"3' UTR",1,6634186,6639530,5345,2,"55735","ENST00000689169.1",5329,"ENSG00000007923","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11","sense"
"chr9",35056694,35057501,808,"-",-0.971819896248309,0.0344494741699212,"3' UTR",9,35056064,35057530,1467,2,"7415","ENST00000681537.1",836,"ENSG00000165280","VCP","valosin containing protein","sense"
"chr16",88766782,88767983,1202,"-",-1.04311422663136,0.0344494741699212,"Intron (ENST00000301015.14/9780, intron 1 of 50)",16,88715338,88785220,69883,2,"9780","ENST00000301015.14",18438,"ENSG00000103335","PIEZO1","piezo type mechanosensitive ion channel component 1 (Er blood group)","sense"
"chrX",153907425,153907913,489,"-",-1.00014721032768,0.0345289735333599,"3' UTR",23,153872259,153909166,36908,2,"3897","ENST00000646191.1",1741,"ENSG00000198910","L1CAM","L1 cell adhesion molecule","sense"
"chr12",121003952,121004425,474,"-",-1.07761521258322,0.0348569130175134,"3' UTR",12,121003791,121007229,3439,2,"64897","ENST00000502891.6",3277,"ENSG00000157895","C12orf43","chromosome 12 open reading frame 43","sense"
"chr7",1498735,1500828,2094,"-",-0.979710909431822,0.0348569130175134,"Exon (ENST00000404767.8/26173, exon 4 of 48)",7,1499528,1501279,1752,2,"26173","ENST00000493531.1",2544,"ENSG00000164880","INTS1","integrator complex subunit 1","sense"
"chr11",65129790,65133621,3832,"-",-0.942257702138051,0.0348569130175134,"Promoter",11,65129916,65129978,63,2,"102465449","ENST00000610479.1",0,"ENSG00000284489","MIR6751","microRNA 6751","sense"
"chr17",29073058,29074848,1791,"-",-1.00973559653586,0.0349258061565509,"3' UTR",17,29074748,29082438,7691,2,"399687","ENST00000636100.1",9380,"ENSG00000196535","MYO18A","myosin XVIIIA","sense"
"chr7",100156357,100158179,1823,"-",-1.05481423033813,0.0349258061565509,"Promoter",7,100156605,100156669,65,2,"100616439","ENST00000584344.1",0,"ENSG00000284518","MIR4658","microRNA 4658","sense"
"chr19",55262385,55262685,301,"-",-1.02378571816411,0.0349258061565509,"3' UTR",19,55229779,55259017,29239,2,"22870","ENST00000412770.7",-3668,"ENSG00000105063","PPP6R1","protein phosphatase 6 regulatory subunit 1","sense"
"chr11",47164504,47165047,544,"-",-0.922518886312269,0.0350512274647582,"3' UTR",11,47167974,47168503,530,2,"84364","ENST00000525635.1",3999,"ENSG00000149182","ARFGAP2","ARF GTPase activating protein 2","sense"
"chr22",50254343,50258264,3922,"-",-0.940757617579174,0.0356286176601561,"Promoter",22,50253781,50257107,3327,2,"6300","ENST00000496942.5",0,"ENSG00000188130","MAPK12","mitogen-activated protein kinase 12","sense"
"chr1",1081910,1085266,3357,"-",-1.00845436348911,0.0356331476836369,"Promoter",1,1082146,1084072,1927,2,"54991","ENST00000464905.1",0,"ENSG00000131591","C1orf159","chromosome 1 open reading frame 159","sense"
"chr3",50287791,50291963,4173,"-",-0.926678990398929,0.035697380443945,"Promoter",3,50287743,50288639,897,2,"7866","ENST00000426499.5",0,"ENSG00000214706","IFRD2","interferon related developmental regulator 2","sense"
"chr1",21217433,21219035,1603,"-",-0.934441001296419,0.035697380443945,"3' UTR",1,21219814,21222081,2268,2,"1889","ENST00000531334.1",4648,"ENSG00000117298","ECE1","endothelin converting enzyme 1","sense"
"chr12",52899577,52900039,463,"-",-1.06249279819789,0.035697380443945,"3' UTR",12,52898469,52901867,3399,2,"3856","ENST00000547031.5",2290,"ENSG00000170421","KRT8","keratin 8","sense"
"chr4",1813961,1814566,606,"-",-1.02079529273967,0.0359795627902194,"3' UTR",4,1819372,1822642,3271,2,"3954","ENST00000510940.1",8681,"ENSG00000168924","LETM1","leucine zipper and EF-hand containing transmembrane protein 1","sense"
"chr16",28098097,28099424,1328,"-",-0.982019811178572,0.0359795627902194,"3' UTR",16,28097431,28109745,12315,1,"124903669","ENST00000848143.1",1993,"ENSG00000310204","LOC124903669","uncharacterized LOC124903669","antisense"
"chr1",42928683,42930027,1345,"-",-1.00398218872626,0.0360180892404754,"Promoter",1,42926249,42929499,3251,2,"6513","ENST00000674545.1",0,"ENSG00000117394","SLC2A1","solute carrier family 2 member 1","sense"
"chr1",1333603,1336520,2918,"-",-0.917844118778063,0.0360391965286872,"3' UTR",1,1331280,1335314,4035,1,"83756","ENST00000339381.6",5240,"ENSG00000169962","TAS1R3","taste 1 receptor member 3","antisense"
"chr10",51697695,51699581,1887,"-",-0.935943101291952,0.0360442436848347,"5' UTR",10,51695486,51699595,4110,2,"23283","ENST00000331173.6",1900,"ENSG00000177613","CSTF2T","cleavage stimulation factor subunit 2 tau variant","sense"
"chr15",88906666,88907372,707,"-",-1.03949210607071,0.0363615062755802,"Promoter",15,88905382,88906716,1335,2,"4240","ENST00000559259.1",0,"ENSG00000140545","MFGE8","milk fat globule EGF and factor V/VIII domain containing","sense"
"chr7",45099237,45105750,6514,"-",-0.882621049085682,0.0363615062755802,"Promoter",7,45104349,45104482,134,2,"654319","ENST00000384111.1",0,"ENSG00000206838","SNORA5A","small nucleolar RNA, H/ACA box 5A","sense"
"chr16",88922205,88929394,7190,"-",-0.898368408344306,0.0365805719731521,"Intron (ENST00000327483.9/863, intron 1 of 10)",16,88936779,88937756,978,2,"107984871","ENST00000561980.1",15551,NA,"LOC107984871","uncharacterized LOC107984871","sense"
"chr1",11674514,11675149,636,"-",-1.01253233563823,0.0365805719731521,"3' UTR",1,11658918,11675722,16805,2,"10459","ENST00000697272.1",1208,"ENSG00000116670","MAD2L2","mitotic arrest deficient 2 like 2","sense"
"chr5",177537960,177539154,1195,"-",-1.05530098906318,0.0365805719731521,"Promoter",5,177519790,177539066,19277,2,"54540","ENST00000510479.5",0,"ENSG00000146067","FAM193B","family with sequence similarity 193 member B","sense"
"chr1",25903396,25903825,430,"-",-0.900069161543797,0.0368489557565453,"Promoter",1,25901407,25903813,2407,2,"3925","ENST00000485226.1",0,"ENSG00000117632","STMN1","stathmin 1","sense"
"chr22",49522885,49523703,819,"-",-1.05646071012908,0.0368489557565453,"Intron (ENST00000752547.1/ENST00000752547.1, intron 2 of 2)",22,49543393,49543466,74,2,"100500882","ENST00000581025.1",20581,"ENSG00000264139","MIR3667","microRNA 3667","sense"
"chr12",56639105,56639286,182,"-",-0.906901865396613,0.0372562595681793,"Promoter",12,56638280,56639418,1139,2,"506","ENST00000551182.1",313,"ENSG00000110955","ATP5F1B","ATP synthase F1 subunit beta","sense"
"chr19",1615208,1615838,631,"-",-0.978746297262588,0.0372562595681793,"Promoter",19,1609291,1615798,6508,2,"6929","ENST00000592395.5",0,"ENSG00000071564","TCF3","transcription factor 3","sense"
"chr7",56104252,56104473,222,"-",-0.937452979632398,0.0374642898641116,"Exon (ENST00000716930.1/51142, exon 2 of 3)",7,56102636,56106431,3796,2,"51142","ENST00000473095.1",2179,"ENSG00000106153","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2","sense"
"chr7",149011844,149012365,522,"-",-0.944876842657472,0.0374661332828929,"Exon (ENST00000652332.1/9601, exon 5 of 10)",7,149004199,149006283,2085,2,"9601","ENST00000466592.1",-6082,"ENSG00000155660","PDIA4","protein disulfide isomerase family A member 4","sense"
"chr20",38427313,38429820,2508,"-",-0.843411699673975,0.0376635448766215,"Promoter",20,38427309,38427442,134,2,"26777","ENST00000364729.1",0,"ENSG00000225091","SNORA71A","small nucleolar RNA, H/ACA box 71A","sense"
"chr8",47832912,47834542,1631,"-",-0.947706908483927,0.0376635448766215,"Exon (ENST00000314191.7/5591, exon 59 of 86)",8,47827155,47832597,5443,2,"5591","ENST00000697608.1",-1945,"ENSG00000253729","PRKDC","protein kinase, DNA-activated, catalytic subunit","sense"
"chr22",49575183,49577061,1879,"-",-1.04345339156086,0.0376635448766215,"Promoter",22,49572264,49575427,3164,2,"124905144","ENST00000393264.3",0,NA,"LOC124905144","uncharacterized LOC124905144","sense"
"chr1",248851559,248858190,6632,"-",-0.977389180689732,0.0376635448766215,"Promoter",1,248850009,248857884,7876,2,"55657","ENST00000533927.5",0,"ENSG00000171163","ZNF692","zinc finger protein 692","sense"
"chr6",30547095,30547278,184,"-",-1.05141811222162,0.0376635448766215,"Exon (ENST00000376621.8/2794, exon 10 of 12)",6,30547196,30547817,622,2,"2794","ENST00000464231.1",722,"ENSG00000204590","GNL1","G protein nucleolar 1","sense"
"chr19",2111525,2111834,310,"-",-1.01330455104688,0.0376635448766215,"Promoter",19,2101621,2111506,9886,2,"8943","ENST00000591650.1",-328,"ENSG00000065000","AP3D1","adaptor related protein complex 3 subunit delta 1","sense"
"chr3",13359289,13360633,1345,"-",-1.00284105256281,0.0376635448766215,"Promoter",3,13320917,13360425,39509,2,"23225","ENST00000695491.1",0,"ENSG00000132182","NUP210","nucleoporin 210","sense"
"chr16",18808899,18809588,690,"-",-0.960579471646099,0.0376635448766215,"3' UTR",16,18812011,18816179,4169,2,"23049","ENST00000561940.1",7280,"ENSG00000157106","SMG1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase","sense"
"chr2",241228294,241230913,2620,"-",-0.916472955972141,0.0376635448766215,"Promoter",2,241229439,241230848,1410,2,"3069","ENST00000484412.1",0,"ENSG00000115677","HDLBP","high density lipoprotein binding protein","sense"
"chr19",14407949,14410291,2343,"-",-0.879506861566162,0.0377792981698756,"3' UTR",19,14408819,14410929,2111,2,"10212","ENST00000587730.5",2980,"ENSG00000123136","DDX39A","DExD-box helicase 39A","sense"
"chr20",646732,648893,2162,"-",-1.05372803678494,0.0377792981698756,"3' UTR",20,646615,653200,6586,2,"140809","ENST00000381962.4",6468,"ENSG00000271303","SRXN1","sulfiredoxin 1","sense"
"chr4",958575,961828,3254,"-",-0.929569461222823,0.0377946254199553,"3' UTR",4,960615,962440,1826,2,"1609","ENST00000515182.1",3865,"ENSG00000145214","DGKQ","diacylglycerol kinase theta","sense"
"chr1",1665244,1665795,552,"-",-0.974594768330486,0.0377946254199553,"3' UTR",1,1663782,1670139,6358,2,"728661","ENST00000480991.1",4895,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","sense"
"chr8",144393276,144398636,5361,"-",-0.944861002435506,0.0377946254199553,"Promoter",8,144394149,144394230,82,2,"100126351","ENST00000401314.1",0,"ENSG00000284310","MIR939","microRNA 939","sense"
"chr15",72208651,72208898,248,"-",-0.973039824708417,0.0378970338215111,"Promoter",15,72206675,72208962,2288,2,"5315","ENST00000563275.1",311,"ENSG00000067225","PKM","pyruvate kinase M1/2","sense"
"chr14",77027832,77028441,610,"-",-0.955183342344677,0.0379403924536664,"5' UTR",14,77027750,77086720,58971,1,"283575","ENST00000793445.1",691,"ENSG00000246548","LINC02288","long intergenic non-protein coding RNA 2288","antisense"
"chr2",85326593,85327640,1048,"-",-0.905260670692163,0.0381040279826408,"Exon (ENST00000825767.1/ENST00000825767.1, exon 1 of 2)",2,85324385,85327985,3601,2,"10618","ENST00000444342.2",1392,"ENSG00000152291","TGOLN2","trans-golgi network protein 2","sense"
"chr3",45966283,45970615,4333,"-",-0.823627582514865,0.0383064857908714,"Exon (ENST00000296137.7/79443, exon 7 of 18)",3,45921585,45958661,37077,2,"79443","ENST00000438446.1",-11954,"ENSG00000163820","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1","sense"
"chr12",57623596,57626929,3334,"-",-0.983459540686169,0.0383064857908714,"Promoter",12,57623686,57626151,2466,1,"65012","ENST00000487816.5",0,"ENSG00000293429","SLC26A10P","solute carrier family 26 member 10, pseudogene","antisense"
"chr19",12928357,12928665,309,"-",-1.03505714787046,0.0383064857908714,"Promoter",19,12922545,12928439,5895,2,"2193","ENST00000587488.5",0,"ENSG00000179115","FARSA","phenylalanyl-tRNA synthetase subunit alpha","sense"
"chrX",40072172,40075159,2988,"-",-0.93047883398437,0.0383064857908714,"Exon (ENST00000413905.6/54880, exon 3 of 15)",23,40051312,40077929,26618,2,"54880","ENST00000427012.3",5757,"ENSG00000183337","BCOR","BCL6 corepressor","sense"
"chr1",21219812,21220047,236,"-",-1.0499145452599,0.0383186230839869,"3' UTR",1,21219814,21222081,2268,2,"1889","ENST00000531334.1",2269,"ENSG00000117298","ECE1","endothelin converting enzyme 1","sense"
"chr17",75890481,75891246,766,"-",-1.03509482358912,0.0383240432096575,"3' UTR",17,75880444,75892149,11706,2,"201292","ENST00000592642.1",1668,"ENSG00000141569","TRIM65","tripartite motif containing 65","sense"
"chr10",104309999,104316143,6145,"-",-0.847541313393622,0.0383240432096575,"5' UTR",10,104306100,104335760,29661,1,"101927472","ENST00000772612.1",10043,NA,"ITPRIP-AS1","ITPRIP antisense RNA 1","antisense"
"chr21",45512670,45517155,4486,"-",-0.946905925814701,0.0383240432096575,"Promoter",21,45512825,45515768,2944,2,"6573","ENST00000460174.1",0,"ENSG00000173638","SLC19A1","solute carrier family 19 member 1","sense"
"chr3",39096823,39101115,4293,"-",-0.901451319175867,0.0383240432096575,"Promoter",3,39096665,39100358,3694,2,"64689","ENST00000695593.1",0,"ENSG00000114745","GORASP1","golgi reassembly stacking protein 1","sense"
"chr20",62755984,62766984,11001,"-",-1.01687966515991,0.0383605753982414,"Promoter",20,62756631,62762771,6141,1,"4923","ENST00000482259.1",0,"ENSG00000101188","NTSR1","neurotensin receptor 1","antisense"
"chr15",74955406,74956152,747,"-",-0.969377635291776,0.0383605753982414,"3' UTR",15,74954418,74956772,2355,2,"54913","ENST00000322177.6",1366,"ENSG00000178718","RPP25","ribonuclease P/MRP subunit p25","sense"
"chr1",8865282,8865478,197,"-",-1.05493684378315,0.0384141956854166,"3' UTR",1,8866502,8866590,89,2,"102465436","ENST00000618792.1",1308,"ENSG00000274258","MIR6728","microRNA 6728","sense"
"chr5",177458061,177459277,1217,"-",-0.936390114111914,0.0384205023034452,"Exon (ENST00000309007.9/1627, exon 11 of 14)",5,177458297,177460642,2346,2,"1627","ENST00000467054.2",2581,"ENSG00000113758","DBN1","drebrin 1","sense"
"chr16",692733,693875,1143,"-",-1.04346933623932,0.0384733632557347,"3' UTR",16,694658,695263,606,2,"146330","ENST00000562585.1",2530,"ENSG00000127585","FBXL16","F-box and leucine rich repeat protein 16","sense"
"chr11",5252819,5254455,1637,"-",-0.852472455497764,0.0385094119913518,"5' UTR",11,5253389,5254741,1353,2,"3048","ENST00000444587.1",1922,"ENSG00000196565","HBG2","hemoglobin subunit gamma 2","sense"
"chr7",76358714,76358890,177,"-",-0.922140658026128,0.0385094119913518,"Promoter",7,76326799,76358991,32193,2,"7532","ENST00000307630.5",277,"ENSG00000170027","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma","sense"
"chrX",49029358,49030497,1140,"-",-0.933510987280833,0.0385094119913518,"3' UTR",23,49030515,49032067,1553,2,"7030","ENST00000495940.2",2709,"ENSG00000068323","TFE3","transcription factor binding to IGHM enhancer 3","sense"
"chr3",14158004,14158899,896,"-",-0.914149594866837,0.0385094119913518,"3' UTR",3,14158807,14167267,8461,2,"7508","ENST00000477324.6",9263,"ENSG00000154767","XPC","XPC complex subunit, DNA damage recognition and repair factor","sense"
"chr1",155972031,155974202,2172,"-",-0.870177043742223,0.0385094119913518,"Promoter",1,155946922,155972349,25428,2,"9181","ENST00000696600.1",0,"ENSG00000116584","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2","sense"
"chr20",62048110,62053633,5524,"-",-1.00491651574093,0.0385094119913518,"Intron (ENST00000252996.9/6874, intron 1 of 14)",20,62064019,62067570,3552,1,"105372705","ENST00000751840.1",-15909,"ENSG00000283078","LOC105372705","uncharacterized LOC105372705","antisense"
"chr1",154957162,154959820,2659,"-",-0.938987269617305,0.0385094119913518,"3' UTR",1,154947653,154956123,8471,2,"57326","ENST00000490230.1",-3697,"ENSG00000163346","PBXIP1","PBX homeobox interacting protein 1","sense"
"chr17",63703015,63704568,1554,"-",-0.948786934303586,0.0386156160797306,"Promoter",17,63703015,63704455,1441,2,"92335","ENST00000582026.2",0,"ENSG00000266173","STRADA","STE20 related adaptor alpha","sense"
"chr22",49516984,49518680,1697,"-",-0.990631798196546,0.038646540907561,"Intron (ENST00000752547.1/ENST00000752547.1, intron 2 of 2)",22,49543393,49543466,74,2,"100500882","ENST00000581025.1",26482,"ENSG00000264139","MIR3667","microRNA 3667","sense"
"chr11",126209131,126209670,540,"-",-1.04298460249359,0.038646540907561,"Exon (ENST00000298317.9/84881, exon 3 of 7)",11,126205719,126209723,4005,2,"84881","ENST00000530036.1",592,"ENSG00000165526","RPUSD4","RNA pseudouridine synthase D4","sense"
"chr20",47351868,47357337,5470,"-",-0.960961814790153,0.038646540907561,"Promoter",20,47352417,47354633,2217,1,"101927377","ENST00000413818.3",0,"ENSG00000231119","LOC101927377","uncharacterized LOC101927377","antisense"
"chr21",46254393,46254839,447,"-",-1.04981583527727,0.038646540907561,"Exon (ENST00000467026.5/8888, exon 3 of 13)",21,46251515,46256986,5472,2,"8888","ENST00000481113.1",2593,"ENSG00000160294","MCM3AP","minichromosome maintenance complex component 3 associated protein","sense"
"chr21",44849835,44851567,1733,"-",-0.910300751403166,0.038646540907561,"3' UTR",21,44851407,44861933,10527,2,"754","ENST00000397886.3",12098,"ENSG00000183255","PTTG1IP","PTTG1 interacting protein","sense"
"chr17",28878889,28884701,5813,"-",-0.886882093157508,0.038646540907561,"Promoter",17,28879341,28882659,3319,2,"2319","ENST00000584569.1",0,"ENSG00000132589","FLOT2","flotillin 2","sense"
"chr17",82057444,82061780,4337,"-",-0.865115422562246,0.038646540907561,"Promoter",17,82057880,82060094,2215,2,"64118","ENST00000577574.5",0,"ENSG00000169718","DUS1L","dihydrouridine synthase 1 like","sense"
"chr5",176597676,176599775,2100,"-",-1.03719402432547,0.038646540907561,"Exon (ENST00000303991.5/114787, exon 2 of 2)",5,176590601,176591690,1090,1,"54825","ENST00000416365.2",9174,"ENSG00000074276","CDHR2","cadherin related family member 2","antisense"
"chr12",2857713,2859422,1710,"-",-0.966730741812357,0.038646540907561,"3' UTR",12,2857288,2859791,2504,1,"55846","ENST00000545509.2",2134,"ENSG00000111203","ITFG2","integrin alpha FG-GAP repeat containing 2","antisense"
"chr3",186071825,186072325,501,"-",-0.847834337044927,0.038646540907561,"Intron (ENST00000306376.10/2119, intron 7 of 12)",3,186048815,186065970,17156,2,"2119","ENST00000433149.1",-6355,"ENSG00000244405","ETV5","ETS variant transcription factor 5","sense"
"chr11",72001740,72009378,7639,"-",-0.857386148083913,0.038646540907561,"Promoter",11,72002864,72007916,5053,2,"4926","ENST00000540626.5",0,"ENSG00000137497","NUMA1","nuclear mitotic apparatus protein 1","sense"
"chr9",114359606,114359995,390,"-",-0.956637898423215,0.038646540907561,"Exon (ENST00000374088.8/80709, exon 10 of 22)",9,114356126,114358337,2212,2,"80709","ENST00000490767.1",-1658,"ENSG00000106948","AKNA","AT-hook transcription factor","sense"
"chr17",42402473,42405381,2909,"-",-0.977296601617836,0.038646540907561,"3' UTR",17,42313412,42388568,75157,2,"6774","ENST00000715205.1",-16813,"ENSG00000168610","STAT3","signal transducer and activator of transcription 3","sense"
"chr12",56162450,56162699,250,"-",-0.95393938275845,0.038646540907561,"3' UTR",12,56160036,56162970,2935,1,"4637","ENST00000546845.1",2663,"ENSG00000092841","MYL6","myosin light chain 6","antisense"
"chr6",31532773,31533523,751,"-",-0.931610022367805,0.038646540907561,"3' UTR",6,31530779,31534511,3733,2,"7919","ENST00000417023.5",1738,"ENSG00000198563","DDX39B","DExD-box helicase 39B","sense"
"chr1",156668852,156672960,4109,"-",-0.91453009300654,0.038646540907561,"3' UTR",1,156668763,156677407,8645,2,"10763","ENST00000368223.4",8555,"ENSG00000132688","NES","nestin","sense"
"chrX",153947649,153950436,2788,"-",-0.911391565757684,0.038646540907561,"3' UTR",23,153935283,153944687,9405,2,"5973","ENST00000369997.7",-5749,"ENSG00000102032","RENBP","renin binding protein","sense"
"chr17",78803461,78803817,357,"-",-0.996832586665727,0.038646540907561,"3' UTR",17,78787381,78799722,12342,2,"57602","ENST00000588130.5",-4095,"ENSG00000055483","USP36","ubiquitin specific peptidase 36","sense"
"chr6",35573829,35575930,2102,"-",-0.934554689875564,0.038646540907561,"3' UTR",6,35563135,35567166,4032,2,"124901310","ENST00000688067.2",-8764,"ENSG00000289456","LOC124901310","uncharacterized LOC124901310","sense"
"chr11",61348955,61350428,1474,"-",-0.992771559689311,0.038646540907561,"3' UTR",11,61348890,61351284,2395,2,"220002","ENST00000536452.1",2329,"ENSG00000162144","CYB561A3","cytochrome b561 family member A3","sense"
"chr1",225845780,225847101,1322,"-",-0.976523583255742,0.0388897678699028,"Promoter",1,225840883,225846522,5640,2,"9725","ENST00000424332.1",0,"ENSG00000196187","TMEM63A","transmembrane protein 63A","sense"
"chr17",1650679,1651741,1063,"-",-1.0234487952416,0.0390171673259615,"Promoter",17,1650629,1651269,641,2,"10594","ENST00000571958.1",0,"ENSG00000174231","PRPF8","pre-mRNA processing factor 8","sense"
